gene_id	gene_name	gene_name_2	gene_type
ENSG00000012174	ENSG00000012174	MBTPS2	MBTPS2:ENSG00000012174	protein_coding
ENSG00000012211	ENSG00000012211	PRICKLE3	PRICKLE3:ENSG00000012211	protein_coding
ENSG00000012223	ENSG00000012223	LTF	LTF:ENSG00000012223	protein_coding
ENSG00000012232	ENSG00000012232	EXTL3	EXTL3:ENSG00000012232	protein_coding
ENSG00000012504	ENSG00000012504	NR1H4	NR1H4:ENSG00000012504	protein_coding
ENSG00000012660	ENSG00000012660	ELOVL5	ELOVL5:ENSG00000012660	protein_coding
ENSG00000012779	ENSG00000012779	ALOX5	ALOX5:ENSG00000012779	protein_coding
ENSG00000012817	ENSG00000012817	KDM5D	KDM5D:ENSG00000012817	protein_coding
ENSG00000012822	ENSG00000012822	CALCOCO1	CALCOCO1:ENSG00000012822	protein_coding
ENSG00000012963	ENSG00000012963	UBR7	UBR7:ENSG00000012963	protein_coding
ENSG00000012983	ENSG00000012983	MAP4K5	MAP4K5:ENSG00000012983	protein_coding
ENSG00000013016	ENSG00000013016	EHD3	EHD3:ENSG00000013016	protein_coding
ENSG00000013275	ENSG00000013275	PSMC4	PSMC4:ENSG00000013275	protein_coding
ENSG00000013288	ENSG00000013288	MAN2B2	MAN2B2:ENSG00000013288	protein_coding
ENSG00000013293	ENSG00000013293	SLC7A14	SLC7A14:ENSG00000013293	protein_coding
ENSG00000013297	ENSG00000013297	CLDN11	CLDN11:ENSG00000013297	protein_coding
ENSG00000013306	ENSG00000013306	SLC25A39	SLC25A39:ENSG00000013306	protein_coding
ENSG00000013364	ENSG00000013364	MVP	MVP:ENSG00000013364	protein_coding
ENSG00000013374	ENSG00000013374	NUB1	NUB1:ENSG00000013374	protein_coding
ENSG00000013375	ENSG00000013375	PGM3	PGM3:ENSG00000013375	protein_coding
ENSG00000013392	ENSG00000013392	RWDD2A	RWDD2A:ENSG00000013392	protein_coding
ENSG00000013441	ENSG00000013441	CLK1	CLK1:ENSG00000013441	protein_coding
ENSG00000013503	ENSG00000013503	POLR3B	POLR3B:ENSG00000013503	protein_coding
ENSG00000013523	ENSG00000013523	ANGEL1	ANGEL1:ENSG00000013523	protein_coding
ENSG00000013561	ENSG00000013561	RNF14	RNF14:ENSG00000013561	protein_coding
ENSG00000013563	ENSG00000013563	DNASE1L1	DNASE1L1:ENSG00000013563	protein_coding
ENSG00000013573	ENSG00000013573	DDX11	DDX11:ENSG00000013573	protein_coding
ENSG00000013583	ENSG00000013583	HEBP1	HEBP1:ENSG00000013583	protein_coding
ENSG00000013588	ENSG00000013588	GPRC5A	GPRC5A:ENSG00000013588	protein_coding
ENSG00000013619	ENSG00000013619	MAMLD1	MAMLD1:ENSG00000013619	protein_coding
ENSG00000013725	ENSG00000013725	CD6	CD6:ENSG00000013725	protein_coding
ENSG00000013810	ENSG00000013810	TACC3	TACC3:ENSG00000013810	protein_coding
ENSG00000014123	ENSG00000014123	UFL1	UFL1:ENSG00000014123	protein_coding
ENSG00000014138	ENSG00000014138	POLA2	POLA2:ENSG00000014138	protein_coding
ENSG00000014164	ENSG00000014164	ZC3H3	ZC3H3:ENSG00000014164	protein_coding
ENSG00000014216	ENSG00000014216	CAPN1	CAPN1:ENSG00000014216	protein_coding
ENSG00000014257	ENSG00000014257	ACPP	ACPP:ENSG00000014257	protein_coding
ENSG00000014641	ENSG00000014641	MDH1	MDH1:ENSG00000014641	protein_coding
ENSG00000014824	ENSG00000014824	SLC30A9	SLC30A9:ENSG00000014824	protein_coding
ENSG00000014914	ENSG00000014914	MTMR11	MTMR11:ENSG00000014914	protein_coding
ENSG00000014919	ENSG00000014919	COX15	COX15:ENSG00000014919	protein_coding
ENSG00000015133	ENSG00000015133	CCDC88C	CCDC88C:ENSG00000015133	protein_coding
ENSG00000015153	ENSG00000015153	YAF2	YAF2:ENSG00000015153	protein_coding
ENSG00000015171	ENSG00000015171	ZMYND11	ZMYND11:ENSG00000015171	protein_coding
ENSG00000015285	ENSG00000015285	WAS	WAS:ENSG00000015285	protein_coding
ENSG00000015413	ENSG00000015413	DPEP1	DPEP1:ENSG00000015413	protein_coding
ENSG00000015475	ENSG00000015475	BID	BID:ENSG00000015475	protein_coding
ENSG00000015479	ENSG00000015479	MATR3	MATR3:ENSG00000015479	protein_coding
ENSG00000015520	ENSG00000015520	NPC1L1	NPC1L1:ENSG00000015520	protein_coding
ENSG00000015532	ENSG00000015532	XYLT2	XYLT2:ENSG00000015532	protein_coding
ENSG00000015568	ENSG00000015568	RGPD5	RGPD5:ENSG00000015568	protein_coding
ENSG00000015592	ENSG00000015592	STMN4	STMN4:ENSG00000015592	protein_coding
ENSG00000015676	ENSG00000015676	NUDCD3	NUDCD3:ENSG00000015676	protein_coding
ENSG00000016082	ENSG00000016082	ISL1	ISL1:ENSG00000016082	protein_coding
ENSG00000016391	ENSG00000016391	CHDH	CHDH:ENSG00000016391	protein_coding
ENSG00000016402	ENSG00000016402	IL20RA	IL20RA:ENSG00000016402	protein_coding
ENSG00000016490	ENSG00000016490	CLCA1	CLCA1:ENSG00000016490	protein_coding
ENSG00000016602	ENSG00000016602	CLCA4	CLCA4:ENSG00000016602	protein_coding
ENSG00000016864	ENSG00000016864	GLT8D1	GLT8D1:ENSG00000016864	protein_coding
ENSG00000017260	ENSG00000017260	ATP2C1	ATP2C1:ENSG00000017260	protein_coding
ENSG00000017427	ENSG00000017427	IGF1	IGF1:ENSG00000017427	protein_coding
ENSG00000017483	ENSG00000017483	SLC38A5	SLC38A5:ENSG00000017483	protein_coding
ENSG00000017797	ENSG00000017797	RALBP1	RALBP1:ENSG00000017797	protein_coding
ENSG00000018189	ENSG00000018189	RUFY3	RUFY3:ENSG00000018189	protein_coding
ENSG00000018236	ENSG00000018236	CNTN1	CNTN1:ENSG00000018236	protein_coding
ENSG00000018280	ENSG00000018280	SLC11A1	SLC11A1:ENSG00000018280	protein_coding
ENSG00000018408	ENSG00000018408	WWTR1	WWTR1:ENSG00000018408	protein_coding
ENSG00000018510	ENSG00000018510	AGPS	AGPS:ENSG00000018510	protein_coding
ENSG00000018610	ENSG00000018610	CXorf56	CXorf56:ENSG00000018610	protein_coding
ENSG00000018625	ENSG00000018625	ATP1A2	ATP1A2:ENSG00000018625	protein_coding
ENSG00000018699	ENSG00000018699	TTC27	TTC27:ENSG00000018699	protein_coding
ENSG00000018869	ENSG00000018869	ZNF582	ZNF582:ENSG00000018869	protein_coding
ENSG00000019102	ENSG00000019102	VSIG2	VSIG2:ENSG00000019102	protein_coding
ENSG00000019144	ENSG00000019144	PHLDB1	PHLDB1:ENSG00000019144	protein_coding
ENSG00000019169	ENSG00000019169	MARCO	MARCO:ENSG00000019169	protein_coding
ENSG00000019186	ENSG00000019186	CYP24A1	CYP24A1:ENSG00000019186	protein_coding
ENSG00000019485	ENSG00000019485	PRDM11	PRDM11:ENSG00000019485	protein_coding
ENSG00000019505	ENSG00000019505	SYT13	SYT13:ENSG00000019505	protein_coding
ENSG00000019549	ENSG00000019549	SNAI2	SNAI2:ENSG00000019549	protein_coding
ENSG00000019582	ENSG00000019582	CD74	CD74:ENSG00000019582	protein_coding
ENSG00000019991	ENSG00000019991	HGF	HGF:ENSG00000019991	protein_coding
ENSG00000019995	ENSG00000019995	ZRANB1	ZRANB1:ENSG00000019995	protein_coding
ENSG00000020129	ENSG00000020129	NCDN	NCDN:ENSG00000020129	protein_coding
ENSG00000020181	ENSG00000020181	ADGRA2	ADGRA2:ENSG00000020181	protein_coding
ENSG00000020256	ENSG00000020256	ZFP64	ZFP64:ENSG00000020256	protein_coding
ENSG00000020426	ENSG00000020426	MNAT1	MNAT1:ENSG00000020426	protein_coding
ENSG00000020577	ENSG00000020577	SAMD4A	SAMD4A:ENSG00000020577	protein_coding
ENSG00000020633	ENSG00000020633	RUNX3	RUNX3:ENSG00000020633	protein_coding
ENSG00000020922	ENSG00000020922	MRE11	MRE11:ENSG00000020922	protein_coding
ENSG00000021300	ENSG00000021300	PLEKHB1	PLEKHB1:ENSG00000021300	protein_coding
ENSG00000021355	ENSG00000021355	SERPINB1	SERPINB1:ENSG00000021355	protein_coding
ENSG00000021461	ENSG00000021461	CYP3A43	CYP3A43:ENSG00000021461	protein_coding
ENSG00000021488	ENSG00000021488	SLC7A9	SLC7A9:ENSG00000021488	protein_coding
ENSG00000021574	ENSG00000021574	SPAST	SPAST:ENSG00000021574	protein_coding
ENSG00000021645	ENSG00000021645	NRXN3	NRXN3:ENSG00000021645	protein_coding
ENSG00000021762	ENSG00000021762	OSBPL5	OSBPL5:ENSG00000021762	protein_coding
ENSG00000021776	ENSG00000021776	AQR	AQR:ENSG00000021776	protein_coding
ENSG00000021826	ENSG00000021826	CPS1	CPS1:ENSG00000021826	protein_coding
ENSG00000021852	ENSG00000021852	C8B	C8B:ENSG00000021852	protein_coding
ENSG00000022267	ENSG00000022267	FHL1	FHL1:ENSG00000022267	protein_coding
ENSG00000022277	ENSG00000022277	RTF2	RTF2:ENSG00000022277	protein_coding
ENSG00000022355	ENSG00000022355	GABRA1	GABRA1:ENSG00000022355	protein_coding
ENSG00000022556	ENSG00000022556	NLRP2	NLRP2:ENSG00000022556	protein_coding
ENSG00000022567	ENSG00000022567	SLC45A4	SLC45A4:ENSG00000022567	protein_coding
ENSG00000022840	ENSG00000022840	RNF10	RNF10:ENSG00000022840	protein_coding
ENSG00000022976	ENSG00000022976	ZNF839	ZNF839:ENSG00000022976	protein_coding
ENSG00000023041	ENSG00000023041	ZDHHC6	ZDHHC6:ENSG00000023041	protein_coding
ENSG00000023171	ENSG00000023171	GRAMD1B	GRAMD1B:ENSG00000023171	protein_coding
ENSG00000023191	ENSG00000023191	RNH1	RNH1:ENSG00000023191	protein_coding
ENSG00000023228	ENSG00000023228	NDUFS1	NDUFS1:ENSG00000023228	protein_coding
ENSG00000023287	ENSG00000023287	RB1CC1	RB1CC1:ENSG00000023287	protein_coding
ENSG00000023318	ENSG00000023318	ERP44	ERP44:ENSG00000023318	protein_coding
ENSG00000023330	ENSG00000023330	ALAS1	ALAS1:ENSG00000023330	protein_coding
ENSG00000023445	ENSG00000023445	BIRC3	BIRC3:ENSG00000023445	protein_coding
ENSG00000023516	ENSG00000023516	AKAP11	AKAP11:ENSG00000023516	protein_coding
ENSG00000023572	ENSG00000023572	GLRX2	GLRX2:ENSG00000023572	protein_coding
ENSG00000023608	ENSG00000023608	SNAPC1	SNAPC1:ENSG00000023608	protein_coding
ENSG00000023697	ENSG00000023697	DERA	DERA:ENSG00000023697	protein_coding
ENSG00000023734	ENSG00000023734	STRAP	STRAP:ENSG00000023734	protein_coding
ENSG00000023839	ENSG00000023839	ABCC2	ABCC2:ENSG00000023839	protein_coding
ENSG00000023892	ENSG00000023892	DEF6	DEF6:ENSG00000023892	protein_coding
ENSG00000023902	ENSG00000023902	PLEKHO1	PLEKHO1:ENSG00000023902	protein_coding
ENSG00000023909	ENSG00000023909	GCLM	GCLM:ENSG00000023909	protein_coding
ENSG00000024048	ENSG00000024048	UBR2	UBR2:ENSG00000024048	protein_coding
ENSG00000024422	ENSG00000024422	EHD2	EHD2:ENSG00000024422	protein_coding
ENSG00000024526	ENSG00000024526	DEPDC1	DEPDC1:ENSG00000024526	protein_coding
ENSG00000024862	ENSG00000024862	CCDC28A	CCDC28A:ENSG00000024862	protein_coding
ENSG00000025039	ENSG00000025039	RRAGD	RRAGD:ENSG00000025039	protein_coding
ENSG00000025156	ENSG00000025156	HSF2	HSF2:ENSG00000025156	protein_coding
ENSG00000025293	ENSG00000025293	PHF20	PHF20:ENSG00000025293	protein_coding
ENSG00000025423	ENSG00000025423	HSD17B6	HSD17B6:ENSG00000025423	protein_coding
ENSG00000025434	ENSG00000025434	NR1H3	NR1H3:ENSG00000025434	protein_coding
ENSG00000025708	ENSG00000025708	TYMP	TYMP:ENSG00000025708	protein_coding
ENSG00000025770	ENSG00000025770	NCAPH2	NCAPH2:ENSG00000025770	protein_coding
ENSG00000025772	ENSG00000025772	TOMM34	TOMM34:ENSG00000025772	protein_coding
ENSG00000025796	ENSG00000025796	SEC63	SEC63:ENSG00000025796	protein_coding
ENSG00000025800	ENSG00000025800	KPNA6	KPNA6:ENSG00000025800	protein_coding
ENSG00000026025	ENSG00000026025	VIM	VIM:ENSG00000026025	protein_coding
ENSG00000026036	ENSG00000026036	RTEL1-TNFRSF6B	RTEL1-TNFRSF6B:ENSG00000026036	protein_coding
ENSG00000026103	ENSG00000026103	FAS	FAS:ENSG00000026103	protein_coding
ENSG00000026297	ENSG00000026297	RNASET2	RNASET2:ENSG00000026297	protein_coding
ENSG00000026508	ENSG00000026508	CD44	CD44:ENSG00000026508	protein_coding
ENSG00000026559	ENSG00000026559	KCNG1	KCNG1:ENSG00000026559	protein_coding
ENSG00000026652	ENSG00000026652	AGPAT4	AGPAT4:ENSG00000026652	protein_coding
ENSG00000026751	ENSG00000026751	SLAMF7	SLAMF7:ENSG00000026751	protein_coding
ENSG00000026950	ENSG00000026950	BTN3A1	BTN3A1:ENSG00000026950	protein_coding
ENSG00000027001	ENSG00000027001	MIPEP	MIPEP:ENSG00000027001	protein_coding
ENSG00000027075	ENSG00000027075	PRKCH	PRKCH:ENSG00000027075	protein_coding
ENSG00000027644	ENSG00000027644	INSRR	INSRR:ENSG00000027644	protein_coding
ENSG00000027697	ENSG00000027697	IFNGR1	IFNGR1:ENSG00000027697	protein_coding
ENSG00000027847	ENSG00000027847	B4GALT7	B4GALT7:ENSG00000027847	protein_coding
ENSG00000027869	ENSG00000027869	SH2D2A	SH2D2A:ENSG00000027869	protein_coding
ENSG00000028116	ENSG00000028116	VRK2	VRK2:ENSG00000028116	protein_coding
ENSG00000028137	ENSG00000028137	TNFRSF1B	TNFRSF1B:ENSG00000028137	protein_coding
ENSG00000028203	ENSG00000028203	VEZT	VEZT:ENSG00000028203	protein_coding
ENSG00000028277	ENSG00000028277	POU2F2	POU2F2:ENSG00000028277	protein_coding
ENSG00000028310	ENSG00000028310	BRD9	BRD9:ENSG00000028310	protein_coding
ENSG00000028528	ENSG00000028528	SNX1	SNX1:ENSG00000028528	protein_coding
ENSG00000028839	ENSG00000028839	TBPL1	TBPL1:ENSG00000028839	protein_coding
ENSG00000029153	ENSG00000029153	ARNTL2	ARNTL2:ENSG00000029153	protein_coding
ENSG00000029363	ENSG00000029363	BCLAF1	BCLAF1:ENSG00000029363	protein_coding
ENSG00000029364	ENSG00000029364	SLC39A9	SLC39A9:ENSG00000029364	protein_coding
ENSG00000029534	ENSG00000029534	ANK1	ANK1:ENSG00000029534	protein_coding
ENSG00000029559	ENSG00000029559	IBSP	IBSP:ENSG00000029559	protein_coding
ENSG00000029639	ENSG00000029639	TFB1M	TFB1M:ENSG00000029639	protein_coding
ENSG00000029725	ENSG00000029725	RABEP1	RABEP1:ENSG00000029725	protein_coding
ENSG00000029993	ENSG00000029993	HMGB3	HMGB3:ENSG00000029993	protein_coding
ENSG00000030066	ENSG00000030066	NUP160	NUP160:ENSG00000030066	protein_coding
ENSG00000030110	ENSG00000030110	BAK1	BAK1:ENSG00000030110	protein_coding
ENSG00000030304	ENSG00000030304	MUSK	MUSK:ENSG00000030304	protein_coding
ENSG00000030419	ENSG00000030419	IKZF2	IKZF2:ENSG00000030419	protein_coding
ENSG00000030582	ENSG00000030582	GRN	GRN:ENSG00000030582	protein_coding
ENSG00000031003	ENSG00000031003	FAM13B	FAM13B:ENSG00000031003	protein_coding
ENSG00000031081	ENSG00000031081	ARHGAP31	ARHGAP31:ENSG00000031081	protein_coding
ENSG00000031691	ENSG00000031691	CENPQ	CENPQ:ENSG00000031691	protein_coding
ENSG00000031698	ENSG00000031698	SARS	SARS:ENSG00000031698	protein_coding
ENSG00000031823	ENSG00000031823	RANBP3	RANBP3:ENSG00000031823	protein_coding
ENSG00000032219	ENSG00000032219	ARID4A	ARID4A:ENSG00000032219	protein_coding
ENSG00000032389	ENSG00000032389	EIPR1	EIPR1:ENSG00000032389	protein_coding
ENSG00000032444	ENSG00000032444	PNPLA6	PNPLA6:ENSG00000032444	protein_coding
ENSG00000032742	ENSG00000032742	IFT88	IFT88:ENSG00000032742	protein_coding
ENSG00000033011	ENSG00000033011	ALG1	ALG1:ENSG00000033011	protein_coding
ENSG00000033030	ENSG00000033030	ZCCHC8	ZCCHC8:ENSG00000033030	protein_coding
ENSG00000033050	ENSG00000033050	ABCF2	ABCF2:ENSG00000033050	protein_coding
ENSG00000033100	ENSG00000033100	CHPF2	CHPF2:ENSG00000033100	protein_coding
ENSG00000033122	ENSG00000033122	LRRC7	LRRC7:ENSG00000033122	protein_coding
ENSG00000033170	ENSG00000033170	FUT8	FUT8:ENSG00000033170	protein_coding
ENSG00000033178	ENSG00000033178	UBA6	UBA6:ENSG00000033178	protein_coding
ENSG00000033327	ENSG00000033327	GAB2	GAB2:ENSG00000033327	protein_coding
ENSG00000033627	ENSG00000033627	ATP6V0A1	ATP6V0A1:ENSG00000033627	protein_coding
ENSG00000033800	ENSG00000033800	PIAS1	PIAS1:ENSG00000033800	protein_coding
ENSG00000033867	ENSG00000033867	SLC4A7	SLC4A7:ENSG00000033867	protein_coding
ENSG00000034053	ENSG00000034053	APBA2	APBA2:ENSG00000034053	protein_coding
ENSG00000034152	ENSG00000034152	MAP2K3	MAP2K3:ENSG00000034152	protein_coding
ENSG00000034239	ENSG00000034239	EFCAB1	EFCAB1:ENSG00000034239	protein_coding
ENSG00000034510	ENSG00000034510	TMSB10	TMSB10:ENSG00000034510	protein_coding
ENSG00000034533	ENSG00000034533	ASTE1	ASTE1:ENSG00000034533	protein_coding
ENSG00000034677	ENSG00000034677	RNF19A	RNF19A:ENSG00000034677	protein_coding
ENSG00000034693	ENSG00000034693	PEX3	PEX3:ENSG00000034693	protein_coding
ENSG00000034713	ENSG00000034713	GABARAPL2	GABARAPL2:ENSG00000034713	protein_coding
ENSG00000034971	ENSG00000034971	MYOC	MYOC:ENSG00000034971	protein_coding
ENSG00000035115	ENSG00000035115	SH3YL1	SH3YL1:ENSG00000035115	protein_coding
ENSG00000035141	ENSG00000035141	FAM136A	FAM136A:ENSG00000035141	protein_coding
ENSG00000035403	ENSG00000035403	VCL	VCL:ENSG00000035403	protein_coding
ENSG00000035499	ENSG00000035499	DEPDC1B	DEPDC1B:ENSG00000035499	protein_coding
ENSG00000035664	ENSG00000035664	DAPK2	DAPK2:ENSG00000035664	protein_coding
ENSG00000035681	ENSG00000035681	NSMAF	NSMAF:ENSG00000035681	protein_coding
ENSG00000035687	ENSG00000035687	ADSS	ADSS:ENSG00000035687	protein_coding
ENSG00000035720	ENSG00000035720	STAP1	STAP1:ENSG00000035720	protein_coding
ENSG00000035862	ENSG00000035862	TIMP2	TIMP2:ENSG00000035862	protein_coding
ENSG00000035928	ENSG00000035928	RFC1	RFC1:ENSG00000035928	protein_coding
ENSG00000036054	ENSG00000036054	TBC1D23	TBC1D23:ENSG00000036054	protein_coding
ENSG00000036257	ENSG00000036257	CUL3	CUL3:ENSG00000036257	protein_coding
ENSG00000036448	ENSG00000036448	MYOM2	MYOM2:ENSG00000036448	protein_coding
ENSG00000036473	ENSG00000036473	OTC	OTC:ENSG00000036473	protein_coding
ENSG00000036530	ENSG00000036530	CYP46A1	CYP46A1:ENSG00000036530	protein_coding
ENSG00000036549	ENSG00000036549	AC118549.1	AC118549.1:ENSG00000036549	protein_coding
ENSG00000036565	ENSG00000036565	SLC18A1	SLC18A1:ENSG00000036565	protein_coding
ENSG00000036672	ENSG00000036672	USP2	USP2:ENSG00000036672	protein_coding
ENSG00000036828	ENSG00000036828	CASR	CASR:ENSG00000036828	protein_coding
ENSG00000037042	ENSG00000037042	TUBG2	TUBG2:ENSG00000037042	protein_coding
ENSG00000037241	ENSG00000037241	RPL26L1	RPL26L1:ENSG00000037241	protein_coding
ENSG00000037280	ENSG00000037280	FLT4	FLT4:ENSG00000037280	protein_coding
ENSG00000037474	ENSG00000037474	NSUN2	NSUN2:ENSG00000037474	protein_coding
ENSG00000037637	ENSG00000037637	FBXO42	FBXO42:ENSG00000037637	protein_coding
ENSG00000037749	ENSG00000037749	MFAP3	MFAP3:ENSG00000037749	protein_coding
ENSG00000037757	ENSG00000037757	MRI1	MRI1:ENSG00000037757	protein_coding
ENSG00000037897	ENSG00000037897	METTL1	METTL1:ENSG00000037897	protein_coding
ENSG00000037965	ENSG00000037965	HOXC8	HOXC8:ENSG00000037965	protein_coding
ENSG00000038002	ENSG00000038002	AGA	AGA:ENSG00000038002	protein_coding
ENSG00000038210	ENSG00000038210	PI4K2B	PI4K2B:ENSG00000038210	protein_coding
ENSG00000038219	ENSG00000038219	BOD1L1	BOD1L1:ENSG00000038219	protein_coding
ENSG00000038274	ENSG00000038274	MAT2B	MAT2B:ENSG00000038274	protein_coding
ENSG00000038295	ENSG00000038295	TLL1	TLL1:ENSG00000038295	protein_coding
ENSG00000038358	ENSG00000038358	EDC4	EDC4:ENSG00000038358	protein_coding
ENSG00000038382	ENSG00000038382	TRIO	TRIO:ENSG00000038382	protein_coding
ENSG00000038427	ENSG00000038427	VCAN	VCAN:ENSG00000038427	protein_coding
ENSG00000038532	ENSG00000038532	CLEC16A	CLEC16A:ENSG00000038532	protein_coding
ENSG00000038945	ENSG00000038945	MSR1	MSR1:ENSG00000038945	protein_coding
ENSG00000039068	ENSG00000039068	CDH1	CDH1:ENSG00000039068	protein_coding
ENSG00000039123	ENSG00000039123	MTREX	MTREX:ENSG00000039123	protein_coding
ENSG00000039139	ENSG00000039139	DNAH5	DNAH5:ENSG00000039139	protein_coding
ENSG00000039319	ENSG00000039319	ZFYVE16	ZFYVE16:ENSG00000039319	protein_coding
ENSG00000039523	ENSG00000039523	RIPOR1	RIPOR1:ENSG00000039523	protein_coding
ENSG00000039537	ENSG00000039537	C6	C6:ENSG00000039537	protein_coding
ENSG00000039560	ENSG00000039560	RAI14	RAI14:ENSG00000039560	protein_coding
ENSG00000039600	ENSG00000039600	SOX30	SOX30:ENSG00000039600	protein_coding
ENSG00000039650	ENSG00000039650	PNKP	PNKP:ENSG00000039650	protein_coding
ENSG00000039987	ENSG00000039987	BEST2	BEST2:ENSG00000039987	protein_coding
ENSG00000040199	ENSG00000040199	PHLPP2	PHLPP2:ENSG00000040199	protein_coding
ENSG00000040275	ENSG00000040275	SPDL1	SPDL1:ENSG00000040275	protein_coding
ENSG00000040341	ENSG00000040341	STAU2	STAU2:ENSG00000040341	protein_coding
ENSG00000040487	ENSG00000040487	PQLC2	PQLC2:ENSG00000040487	protein_coding
ENSG00000040531	ENSG00000040531	CTNS	CTNS:ENSG00000040531	protein_coding
ENSG00000040608	ENSG00000040608	RTN4R	RTN4R:ENSG00000040608	protein_coding
ENSG00000040633	ENSG00000040633	PHF23	PHF23:ENSG00000040633	protein_coding
ENSG00000040731	ENSG00000040731	CDH10	CDH10:ENSG00000040731	protein_coding
ENSG00000040933	ENSG00000040933	INPP4A	INPP4A:ENSG00000040933	protein_coding
ENSG00000041353	ENSG00000041353	RAB27B	RAB27B:ENSG00000041353	protein_coding
ENSG00000041357	ENSG00000041357	PSMA4	PSMA4:ENSG00000041357	protein_coding
ENSG00000041515	ENSG00000041515	MYO16	MYO16:ENSG00000041515	protein_coding
ENSG00000041802	ENSG00000041802	LSG1	LSG1:ENSG00000041802	protein_coding
ENSG00000041880	ENSG00000041880	PARP3	PARP3:ENSG00000041880	protein_coding
ENSG00000041982	ENSG00000041982	TNC	TNC:ENSG00000041982	protein_coding
ENSG00000041988	ENSG00000041988	THAP3	THAP3:ENSG00000041988	protein_coding
ENSG00000042062	ENSG00000042062	RIPOR3	RIPOR3:ENSG00000042062	protein_coding
ENSG00000042088	ENSG00000042088	TDP1	TDP1:ENSG00000042088	protein_coding
ENSG00000042286	ENSG00000042286	AIFM2	AIFM2:ENSG00000042286	protein_coding
ENSG00000042304	ENSG00000042304	C2orf83	C2orf83:ENSG00000042304	protein_coding
ENSG00000042317	ENSG00000042317	SPATA7	SPATA7:ENSG00000042317	protein_coding
ENSG00000042429	ENSG00000042429	MED17	MED17:ENSG00000042429	protein_coding
ENSG00000042445	ENSG00000042445	RETSAT	RETSAT:ENSG00000042445	protein_coding
ENSG00000042493	ENSG00000042493	CAPG	CAPG:ENSG00000042493	protein_coding
ENSG00000042753	ENSG00000042753	AP2S1	AP2S1:ENSG00000042753	protein_coding
ENSG00000042781	ENSG00000042781	USH2A	USH2A:ENSG00000042781	protein_coding
ENSG00000042813	ENSG00000042813	ZPBP	ZPBP:ENSG00000042813	protein_coding
ENSG00000042832	ENSG00000042832	TG	TG:ENSG00000042832	protein_coding
ENSG00000042980	ENSG00000042980	ADAM28	ADAM28:ENSG00000042980	protein_coding
ENSG00000043039	ENSG00000043039	BARX2	BARX2:ENSG00000043039	protein_coding
ENSG00000043093	ENSG00000043093	DCUN1D1	DCUN1D1:ENSG00000043093	protein_coding
ENSG00000043143	ENSG00000043143	JADE2	JADE2:ENSG00000043143	protein_coding
ENSG00000043355	ENSG00000043355	ZIC2	ZIC2:ENSG00000043355	protein_coding
ENSG00000043462	ENSG00000043462	LCP2	LCP2:ENSG00000043462	protein_coding
ENSG00000043514	ENSG00000043514	TRIT1	TRIT1:ENSG00000043514	protein_coding
